ID;Naam;HuishoudenID;AdresID;Ingangsdatum;Einddatum
614;Shannon Bauer;3;614;1-1-2022;
615;Jim Rasmussen;3;615;1-1-2022;
616;Miah Doyle;2;616;1-1-2022;
617;Harri Rangel;5;617;1-1-2022;
618;Emelia Grimes;5;618;1-1-2022;
619;Kaden Hilton;3;619;1-1-2022;
620;Cameron Dickerson;4;620;1-1-2022;
621;Idris Copeland;5;621;1-1-2022;
622;Hayden Chen;3;622;1-1-2022;
623;Clayton Farrell;1;623;1-1-2022;
624;Safia Hodges;3;624;1-1-2022;
625;Brendan Suarez;4;625;1-1-2022;
626;Tim Mckee;5;626;1-1-2022;
627;Abbie Lyons;2;627;1-1-2022;
628;Morgan Short;4;628;1-1-2022;
629;Owais York;1;629;1-1-2022;
630;Grace Berry;5;630;1-1-2022;
631;Anoushka Moses;3;631;1-1-2022;
632;Ben Peters;3;632;1-1-2022;
633;Pauline Murphy;2;633;1-1-2022;
634;Liam Flores;3;634;1-1-2022;
635;Huda Greene;4;635;1-1-2022;
636;Aiza Hunter;2;636;1-1-2022;
637;Conor Buck;4;637;1-1-2022;
638;Damien Lang;1;638;1-1-2022;
639;Leanne Sparks;3;639;1-1-2022;
640;Kelvin Lamb;1;640;1-1-2022;
641;Gareth Frederick;4;641;1-1-2022;
642;Keane Carver;5;642;1-1-2022;
643;Ishaan Ford;3;643;1-1-2022;
644;Lottie Rice;1;644;1-1-2022;
645;Ioan Mayo;1;645;1-1-2022;
646;Talha Harvey;4;646;1-1-2022;
647;Montgomery Sweeney;4;647;1-1-2022;
648;Caroline Solis;4;648;1-1-2022;
649;Marilyn Grant;2;649;1-1-2022;
650;Jemima Acevedo;3;650;1-1-2022;
651;Shakira Brooks;1;651;1-1-2022;
652;Cayden Rosario;3;652;1-1-2022;
653;Shayla Garrett;3;653;1-1-2022;
654;Timothy Hunt;3;654;1-1-2022;
655;Cassie Spencer;2;655;1-1-2022;
656;Albie Warren;4;656;1-1-2022;
657;Wilbur Sears;1;657;1-1-2022;
658;Ayesha Oliver;2;658;1-1-2022;
659;Harrison Cisneros;2;659;1-1-2022;
660;Jane Ortiz;3;660;1-1-2022;
661;Daisie Hammond;1;661;1-1-2022;
662;Lili Ramsey;3;662;1-1-2022;
663;Kaleb Krueger;4;663;1-1-2022;
664;Bailey Hardin;2;664;1-1-2022;
665;Tiffany Lindsay;3;665;1-1-2022;
666;Corey Wilkinson;5;666;1-1-2022;
667;Hugh Carlson;4;667;1-1-2022;
668;Saarah Cardenas;5;668;1-1-2022;
669;Ray Haynes;1;669;1-1-2022;
670;Madeline Cook;3;670;1-1-2022;
671;Gertrude Owen;3;671;1-1-2022;
672;Abbey Stark;4;672;1-1-2022;
673;Hamza Haas;5;673;1-1-2022;
674;Imogen Medina;3;674;1-1-2022;
675;Cordelia Reed;1;675;1-1-2022;
676;Denise Roy;2;676;1-1-2022;
677;Edith O'Moore;2;677;1-1-2022;
678;Addie Friedman;5;678;1-1-2022;
679;James Harrington;2;679;1-1-2022;
680;Stephen Mcgrath;5;680;1-1-2022;
681;Luc Horton;1;681;1-1-2022;
682;Emmie Mcdowell;4;682;1-1-2022;
683;Mathilda Manning;4;683;1-1-2022;
684;Roosevelt Wiley;3;684;1-1-2022;
685;Louis Massey;2;685;1-1-2022;
686;Yusra Galvan;2;686;1-1-2022;
687;Elisabeth Mullins;5;687;1-1-2022;
688;Lennon Yoder;4;688;1-1-2022;
689;Rosalie Calhoun;3;689;1-1-2022;
690;Keisha Barnett;5;690;1-1-2022;
691;Keziah Conley;2;691;1-1-2022;
692;Mathew Mcgowan;3;692;1-1-2022;
693;Yunus Conway;5;693;1-1-2022;
694;Zohaib Townsend;2;694;1-1-2022;
695;Arun Gould;4;695;1-1-2022;
696;Lina Holt;4;696;1-1-2022;
697;Earl Beard;1;697;1-1-2022;
698;Marshall Hernandez;5;698;1-1-2022;
699;Anas Duncan;1;699;1-1-2022;
700;Jordan Turner;5;700;1-1-2022;
701;Caoimhe Gomez;2;701;1-1-2022;
702;Thea Vargas;2;702;1-1-2022;
703;Safa Kane;5;703;1-1-2022;
704;Sienna Best;5;704;1-1-2022;
705;Lucinda Chavez;1;705;1-1-2022;
706;Kirsty Morrow;1;706;1-1-2022;
707;Samara Ball;3;707;1-1-2022;
708;Maggie Carroll;4;708;1-1-2022;
709;Nell Patrick;2;709;1-1-2022;
710;Daniella O'Quinn;1;710;1-1-2022;
711;Bryan Rojas;5;711;1-1-2022;
712;Jacqueline Newton;5;712;1-1-2022;
713;Dominik Taylor;5;713;1-1-2022;
714;Shannon Bauer;4;714;1-1-2022;
715;Jim Rasmussen;1;715;1-1-2022;
716;Miah Doyle;5;716;1-1-2022;
717;Harri Rangel;3;717;1-1-2022;
718;Emelia Grimes;2;718;1-1-2022;
719;Kaden Hilton;3;719;1-1-2022;
720;Cameron Dickerson;5;720;1-1-2022;
721;Idris Copeland;2;721;1-1-2022;
722;Hayden Chen;3;722;1-1-2022;
723;Clayton Farrell;2;723;1-1-2022;
724;Safia Hodges;1;724;1-1-2022;
725;Brendan Suarez;4;725;1-1-2022;
726;Tim Mckee;3;726;1-1-2022;
727;Abbie Lyons;3;727;1-1-2022;
728;Morgan Short;1;728;1-1-2022;
729;Owais York;5;729;1-1-2022;
730;Grace Berry;2;730;1-1-2022;
731;Anoushka Moses;3;731;1-1-2022;
732;Ben Peters;5;732;1-1-2022;
733;Pauline Murphy;3;733;1-1-2022;
734;Liam Flores;3;734;1-1-2022;
735;Huda Greene;3;735;1-1-2022;
736;Aiza Hunter;2;736;1-1-2022;
737;Conor Buck;3;737;1-1-2022;
738;Damien Lang;3;738;1-1-2022;
739;Leanne Sparks;4;739;1-1-2022;
740;Kelvin Lamb;4;740;1-1-2022;
741;Gareth Frederick;2;741;1-1-2022;
742;Keane Carver;2;742;1-1-2022;
743;Ishaan Ford;2;743;1-1-2022;
744;Lottie Rice;3;744;1-1-2022;
745;Ioan Mayo;2;745;1-1-2022;
746;Talha Harvey;1;746;1-1-2022;
747;Montgomery Sweeney;5;747;1-1-2022;
748;Caroline Solis;2;748;1-1-2022;
749;Marilyn Grant;2;749;1-1-2022;
750;Jemima Acevedo;1;750;1-1-2022;
751;Shakira Brooks;1;751;1-1-2022;
752;Cayden Rosario;5;752;1-1-2022;
753;Shayla Garrett;1;753;1-1-2022;
754;Timothy Hunt;1;754;1-1-2022;
755;Cassie Spencer;1;755;1-1-2022;
756;Albie Warren;4;756;1-1-2022;
757;Wilbur Sears;2;757;1-1-2022;
758;Ayesha Oliver;5;758;1-1-2022;
759;Harrison Cisneros;2;759;1-1-2022;
760;Jane Ortiz;3;760;1-1-2022;
761;Daisie Hammond;5;761;1-1-2022;
762;Lili Ramsey;2;762;1-1-2022;
763;Kaleb Krueger;2;763;1-1-2022;
764;Bailey Hardin;5;764;1-1-2022;
765;Tiffany Lindsay;5;765;1-1-2022;
766;Corey Wilkinson;4;766;1-1-2022;
767;Hugh Carlson;1;767;1-1-2022;
768;Saarah Cardenas;1;768;1-1-2022;
769;Ray Haynes;5;769;1-1-2022;
770;Madeline Cook;4;770;1-1-2022;
771;Gertrude Owen;1;771;1-1-2022;
772;Abbey Stark;2;772;1-1-2022;
773;Hamza Haas;2;773;1-1-2022;
774;Imogen Medina;3;774;1-1-2022;
775;Cordelia Reed;2;775;1-1-2022;
776;Denise Roy;1;776;1-1-2022;
777;Edith O'Moore;1;777;1-1-2022;
778;Addie Friedman;3;778;1-1-2022;
779;James Harrington;2;779;1-1-2022;
780;Stephen Mcgrath;1;780;1-1-2022;
781;Luc Horton;2;781;1-1-2022;
782;Emmie Mcdowell;3;782;1-1-2022;
783;Mathilda Manning;3;783;1-1-2022;
784;Roosevelt Wiley;1;784;1-1-2022;
785;Louis Massey;4;785;1-1-2022;
786;Yusra Galvan;3;786;1-1-2022;
787;Elisabeth Mullins;2;787;1-1-2022;
788;Lennon Yoder;4;788;1-1-2022;
789;Rosalie Calhoun;1;789;1-1-2022;
790;Keisha Barnett;2;790;1-1-2022;
791;Keziah Conley;4;791;1-1-2022;
792;Mathew Mcgowan;4;792;1-1-2022;
793;Yunus Conway;4;793;1-1-2022;
794;Zohaib Townsend;4;794;1-1-2022;
795;Arun Gould;3;795;1-1-2022;
796;Lina Holt;3;796;1-1-2022;
797;Earl Beard;5;797;1-1-2022;
798;Marshall Hernandez;1;798;1-1-2022;
799;Anas Duncan;5;799;1-1-2022;
800;Jordan Turner;3;800;1-1-2022;
801;Caoimhe Gomez;4;801;1-1-2022;
802;Thea Vargas;1;802;1-1-2022;
803;Safa Kane;3;803;1-1-2022;
804;Sienna Best;2;804;1-1-2022;
805;Lucinda Chavez;5;805;1-1-2022;
806;Kirsty Morrow;1;806;1-1-2022;
807;Samara Ball;2;807;1-1-2022;
808;Maggie Carroll;2;808;1-1-2022;
809;Nell Patrick;2;809;1-1-2022;
810;Daniella O'Quinn;2;810;1-1-2022;
811;Bryan Rojas;5;811;1-1-2022;
812;Jacqueline Newton;1;812;1-1-2022;
813;Dominik Taylor;4;813;1-1-2022;
814;Shannon Bauer;2;814;1-1-2022;
815;Jim Rasmussen;3;815;1-1-2022;
816;Miah Doyle;5;816;1-1-2022;
817;Harri Rangel;2;817;1-1-2022;
818;Emelia Grimes;1;818;1-1-2022;
819;Kaden Hilton;1;819;1-1-2022;
820;Cameron Dickerson;5;820;1-1-2022;
821;Idris Copeland;5;821;1-1-2022;
822;Hayden Chen;1;822;1-1-2022;
823;Clayton Farrell;5;823;1-1-2022;
824;Safia Hodges;4;824;1-1-2022;
825;Brendan Suarez;5;825;1-1-2022;
826;Tim Mckee;5;826;1-1-2022;
827;Abbie Lyons;5;827;1-1-2022;
828;Morgan Short;4;828;1-1-2022;
829;Owais York;5;829;1-1-2022;
830;Grace Berry;3;830;1-1-2022;
831;Anoushka Moses;1;831;1-1-2022;
832;Ben Peters;2;832;1-1-2022;
833;Pauline Murphy;3;833;1-1-2022;
834;Liam Flores;1;834;1-1-2022;
835;Huda Greene;3;835;1-1-2022;
836;Aiza Hunter;5;836;1-1-2022;
837;Conor Buck;1;837;1-1-2022;
838;Damien Lang;2;838;1-1-2022;
839;Leanne Sparks;1;839;1-1-2022;
840;Kelvin Lamb;1;840;1-1-2022;
841;Gareth Frederick;1;841;1-1-2022;
842;Keane Carver;1;842;1-1-2022;
843;Ishaan Ford;1;843;1-1-2022;
844;Lottie Rice;1;844;1-1-2022;
845;Ioan Mayo;5;845;1-1-2022;
846;Talha Harvey;5;846;1-1-2022;
847;Montgomery Sweeney;5;847;1-1-2022;
848;Caroline Solis;1;848;1-1-2022;
849;Marilyn Grant;3;849;1-1-2022;
850;Jemima Acevedo;2;850;1-1-2022;
851;Shakira Brooks;2;851;1-1-2022;
852;Cayden Rosario;1;852;1-1-2022;
853;Shayla Garrett;1;853;1-1-2022;
854;Timothy Hunt;4;854;1-1-2022;
855;Cassie Spencer;3;855;1-1-2022;
856;Albie Warren;5;856;1-1-2022;
857;Wilbur Sears;2;857;1-1-2022;
858;Ayesha Oliver;1;858;1-1-2022;
859;Harrison Cisneros;5;859;1-1-2022;
860;Jane Ortiz;1;860;1-1-2022;
861;Daisie Hammond;2;861;1-1-2022;
862;Lili Ramsey;1;862;1-1-2022;
863;Kaleb Krueger;4;863;1-1-2022;
864;Bailey Hardin;3;864;1-1-2022;
865;Tiffany Lindsay;4;865;1-1-2022;
866;Corey Wilkinson;4;866;1-1-2022;
867;Hugh Carlson;4;867;1-1-2022;
868;Saarah Cardenas;1;868;1-1-2022;
869;Ray Haynes;5;869;1-1-2022;
870;Madeline Cook;2;870;1-1-2022;
871;Gertrude Owen;5;871;1-1-2022;
872;Abbey Stark;2;872;1-1-2022;
873;Hamza Haas;2;873;1-1-2022;
874;Imogen Medina;1;874;1-1-2022;
875;Cordelia Reed;4;875;1-1-2022;
876;Denise Roy;3;876;1-1-2022;
877;Edith O'Moore;1;877;1-1-2022;
878;Addie Friedman;3;878;1-1-2022;
879;James Harrington;2;879;1-1-2022;
880;Stephen Mcgrath;1;880;1-1-2022;
881;Luc Horton;2;881;1-1-2022;
882;Emmie Mcdowell;5;882;1-1-2022;
883;Mathilda Manning;2;883;1-1-2022;
884;Roosevelt Wiley;3;884;1-1-2022;
885;Louis Massey;5;885;1-1-2022;
886;Yusra Galvan;2;886;1-1-2022;
887;Elisabeth Mullins;3;887;1-1-2022;
888;Lennon Yoder;3;888;1-1-2022;
889;Rosalie Calhoun;3;889;1-1-2022;
890;Keisha Barnett;2;890;1-1-2022;
891;Keziah Conley;5;891;1-1-2022;
892;Mathew Mcgowan;4;892;1-1-2022;
893;Yunus Conway;5;893;1-1-2022;
894;Zohaib Townsend;3;894;1-1-2022;
895;Arun Gould;4;895;1-1-2022;
896;Lina Holt;2;896;1-1-2022;
897;Earl Beard;2;897;1-1-2022;
898;Marshall Hernandez;3;898;1-1-2022;
899;Anas Duncan;3;899;1-1-2022;
900;Jordan Turner;3;900;1-1-2022;
901;Caoimhe Gomez;2;901;1-1-2022;
902;Thea Vargas;5;902;1-1-2022;
903;Safa Kane;2;903;1-1-2022;
904;Sienna Best;1;904;1-1-2022;
905;Lucinda Chavez;2;905;1-1-2022;
906;Kirsty Morrow;1;906;1-1-2022;
907;Samara Ball;4;907;1-1-2022;
908;Maggie Carroll;1;908;1-1-2022;
909;Nell Patrick;3;909;1-1-2022;
910;Daniella O'Quinn;3;910;1-1-2022;
911;Bryan Rojas;5;911;1-1-2022;
912;Jacqueline Newton;3;912;1-1-2022;
913;Dominik Taylor;4;913;1-1-2022;
914;Shannon Bauer;4;914;1-1-2022;
915;Jim Rasmussen;2;915;1-1-2022;
916;Miah Doyle;4;916;1-1-2022;
917;Harri Rangel;2;917;1-1-2022;
918;Emelia Grimes;1;918;1-1-2022;
919;Kaden Hilton;2;919;1-1-2022;
920;Cameron Dickerson;1;920;1-1-2022;
921;Idris Copeland;1;921;1-1-2022;
922;Hayden Chen;1;922;1-1-2022;
923;Clayton Farrell;1;923;1-1-2022;
924;Safia Hodges;1;924;1-1-2022;
925;Brendan Suarez;4;925;1-1-2022;
926;Tim Mckee;4;926;1-1-2022;
927;Abbie Lyons;4;927;1-1-2022;
928;Morgan Short;5;928;1-1-2022;
929;Owais York;4;929;1-1-2022;
930;Grace Berry;1;930;1-1-2022;
931;Anoushka Moses;1;931;1-1-2022;
932;Ben Peters;5;932;1-1-2022;
933;Pauline Murphy;5;933;1-1-2022;
934;Liam Flores;4;934;1-1-2022;
935;Huda Greene;4;935;1-1-2022;
936;Aiza Hunter;5;936;1-1-2022;
937;Conor Buck;4;937;1-1-2022;
938;Damien Lang;4;938;1-1-2022;
939;Leanne Sparks;2;939;1-1-2022;
940;Kelvin Lamb;2;940;1-1-2022;
941;Gareth Frederick;3;941;1-1-2022;
942;Keane Carver;2;942;1-1-2022;
943;Ishaan Ford;1;943;1-1-2022;
944;Lottie Rice;2;944;1-1-2022;
945;Ioan Mayo;4;945;1-1-2022;
946;Talha Harvey;1;946;1-1-2022;
947;Montgomery Sweeney;2;947;1-1-2022;
948;Caroline Solis;1;948;1-1-2022;
949;Marilyn Grant;5;949;1-1-2022;
950;Jemima Acevedo;2;950;1-1-2022;
951;Shakira Brooks;2;951;1-1-2022;
952;Cayden Rosario;2;952;1-1-2022;
953;Shayla Garrett;5;953;1-1-2022;
954;Timothy Hunt;4;954;1-1-2022;
955;Cassie Spencer;3;955;1-1-2022;
956;Albie Warren;5;956;1-1-2022;
957;Wilbur Sears;3;957;1-1-2022;
958;Ayesha Oliver;1;958;1-1-2022;
959;Harrison Cisneros;2;959;1-1-2022;
960;Jane Ortiz;2;960;1-1-2022;
961;Daisie Hammond;2;961;1-1-2022;
962;Lili Ramsey;4;962;1-1-2022;
963;Kaleb Krueger;4;963;1-1-2022;
964;Bailey Hardin;4;964;1-1-2022;
965;Tiffany Lindsay;1;965;1-1-2022;
966;Corey Wilkinson;1;966;1-1-2022;
967;Hugh Carlson;5;967;1-1-2022;
968;Saarah Cardenas;4;968;1-1-2022;
969;Ray Haynes;1;969;1-1-2022;
970;Madeline Cook;4;970;1-1-2022;
971;Gertrude Owen;5;971;1-1-2022;
972;Abbey Stark;2;972;1-1-2022;
973;Hamza Haas;4;973;1-1-2022;
974;Imogen Medina;4;974;1-1-2022;
975;Cordelia Reed;5;975;1-1-2022;
976;Denise Roy;4;976;1-1-2022;
977;Edith O'Moore;2;977;1-1-2022;
978;Addie Friedman;2;978;1-1-2022;
979;James Harrington;2;979;1-1-2022;
980;Stephen Mcgrath;5;980;1-1-2022;
981;Luc Horton;5;981;1-1-2022;
982;Emmie Mcdowell;2;982;1-1-2022;
983;Mathilda Manning;2;983;1-1-2022;
984;Roosevelt Wiley;3;984;1-1-2022;
985;Louis Massey;3;985;1-1-2022;
986;Yusra Galvan;5;986;1-1-2022;
987;Elisabeth Mullins;4;987;1-1-2022;
988;Lennon Yoder;3;988;1-1-2022;
989;Rosalie Calhoun;4;989;1-1-2022;
990;Keisha Barnett;5;990;1-1-2022;
991;Keziah Conley;4;991;1-1-2022;
992;Mathew Mcgowan;1;992;1-1-2022;
993;Yunus Conway;2;993;1-1-2022;
994;Zohaib Townsend;5;994;1-1-2022;
995;Arun Gould;1;995;1-1-2022;
996;Lina Holt;2;996;1-1-2022;
997;Earl Beard;2;997;1-1-2022;
998;Marshall Hernandez;1;998;1-1-2022;
999;Anas Duncan;1;999;1-1-2022;
1000;Jordan Turner;2;1000;1-1-2022;
1001;Caoimhe Gomez;4;1001;1-1-2022;
1002;Thea Vargas;4;1002;1-1-2022;
1003;Safa Kane;2;1003;1-1-2022;
1004;Sienna Best;3;1004;1-1-2022;
1005;Lucinda Chavez;1;1005;1-1-2022;
1006;Kirsty Morrow;1;1006;1-1-2022;
1007;Samara Ball;3;1007;1-1-2022;
1008;Maggie Carroll;3;1008;1-1-2022;
1009;Nell Patrick;2;1009;1-1-2022;
1010;Daniella O'Quinn;1;1010;1-1-2022;
1011;Bryan Rojas;4;1011;1-1-2022;
1012;Jacqueline Newton;3;1012;1-1-2022;
1013;Dominik Taylor;1;1013;1-1-2022;
1014;Shannon Bauer;3;1014;1-1-2022;
1015;Jim Rasmussen;5;1015;1-1-2022;
1016;Miah Doyle;4;1016;1-1-2022;
1017;Harri Rangel;1;1017;1-1-2022;
1018;Emelia Grimes;5;1018;1-1-2022;
1019;Kaden Hilton;3;1019;1-1-2022;
1020;Cameron Dickerson;3;1020;1-1-2022;
1021;Idris Copeland;5;1021;1-1-2022;
1022;Hayden Chen;1;1022;1-1-2022;
1023;Clayton Farrell;4;1023;1-1-2022;
1024;Safia Hodges;2;1024;1-1-2022;
1025;Brendan Suarez;5;1025;1-1-2022;
1026;Tim Mckee;3;1026;1-1-2022;
1027;Abbie Lyons;1;1027;1-1-2022;
1028;Morgan Short;2;1028;1-1-2022;
1029;Owais York;1;1029;1-1-2022;
1030;Grace Berry;3;1030;1-1-2022;
1031;Anoushka Moses;3;1031;1-1-2022;
1032;Ben Peters;4;1032;1-1-2022;
1033;Pauline Murphy;5;1033;1-1-2022;
1034;Liam Flores;1;1034;1-1-2022;
1035;Huda Greene;2;1035;1-1-2022;
1036;Aiza Hunter;3;1036;1-1-2022;
1037;Conor Buck;2;1037;1-1-2022;
1038;Damien Lang;1;1038;1-1-2022;
1039;Leanne Sparks;1;1039;1-1-2022;
1040;Kelvin Lamb;1;1040;1-1-2022;
1041;Gareth Frederick;5;1041;1-1-2022;
1042;Keane Carver;4;1042;1-1-2022;
1043;Ishaan Ford;2;1043;1-1-2022;
1044;Lottie Rice;5;1044;1-1-2022;
1045;Ioan Mayo;4;1045;1-1-2022;
1046;Talha Harvey;5;1046;1-1-2022;
1047;Montgomery Sweeney;4;1047;1-1-2022;
1048;Caroline Solis;5;1048;1-1-2022;
1049;Marilyn Grant;2;1049;1-1-2022;
1050;Jemima Acevedo;1;1050;1-1-2022;
1051;Shakira Brooks;5;1051;1-1-2022;
1052;Cayden Rosario;5;1052;1-1-2022;
1053;Shayla Garrett;4;1053;1-1-2022;
1054;Timothy Hunt;4;1054;1-1-2022;
1055;Cassie Spencer;5;1055;1-1-2022;
1056;Albie Warren;4;1056;1-1-2022;
1057;Wilbur Sears;5;1057;1-1-2022;
1058;Ayesha Oliver;1;1058;1-1-2022;
1059;Harrison Cisneros;1;1059;1-1-2022;
1060;Jane Ortiz;1;1060;1-1-2022;
1061;Daisie Hammond;2;1061;1-1-2022;
1062;Lili Ramsey;4;1062;1-1-2022;
1063;Kaleb Krueger;4;1063;1-1-2022;
1064;Bailey Hardin;5;1064;1-1-2022;
1065;Tiffany Lindsay;1;1065;1-1-2022;
1066;Corey Wilkinson;1;1066;1-1-2022;
1067;Hugh Carlson;1;1067;1-1-2022;
1068;Saarah Cardenas;4;1068;1-1-2022;
1069;Ray Haynes;4;1069;1-1-2022;
1070;Madeline Cook;1;1070;1-1-2022;
1071;Gertrude Owen;3;1071;1-1-2022;
1072;Abbey Stark;4;1072;1-1-2022;
1073;Hamza Haas;5;1073;1-1-2022;
1074;Imogen Medina;5;1074;1-1-2022;
1075;Cordelia Reed;3;1075;1-1-2022;
1076;Denise Roy;3;1076;1-1-2022;
1077;Edith O'Moore;4;1077;1-1-2022;
1078;Addie Friedman;5;1078;1-1-2022;
1079;James Harrington;4;1079;1-1-2022;
1080;Stephen Mcgrath;5;1080;1-1-2022;
1081;Luc Horton;3;1081;1-1-2022;
1082;Emmie Mcdowell;1;1082;1-1-2022;
1083;Mathilda Manning;4;1083;1-1-2022;
1084;Roosevelt Wiley;3;1084;1-1-2022;
1085;Louis Massey;4;1085;1-1-2022;
1086;Yusra Galvan;2;1086;1-1-2022;
1087;Elisabeth Mullins;4;1087;1-1-2022;
1088;Lennon Yoder;1;1088;1-1-2022;
1089;Rosalie Calhoun;5;1089;1-1-2022;
1090;Keisha Barnett;3;1090;1-1-2022;
1091;Keziah Conley;2;1091;1-1-2022;
1092;Mathew Mcgowan;2;1092;1-1-2022;
1093;Yunus Conway;1;1093;1-1-2022;
1094;Zohaib Townsend;1;1094;1-1-2022;
1095;Arun Gould;3;1095;1-1-2022;
1096;Lina Holt;1;1096;1-1-2022;
1097;Earl Beard;4;1097;1-1-2022;
1098;Marshall Hernandez;5;1098;1-1-2022;
1099;Anas Duncan;2;1099;1-1-2022;
1100;Jordan Turner;2;1100;1-1-2022;
1101;Caoimhe Gomez;1;1101;1-1-2022;
1102;Thea Vargas;3;1102;1-1-2022;
1103;Safa Kane;3;1103;1-1-2022;
1104;Sienna Best;1;1104;1-1-2022;
1105;Lucinda Chavez;3;1105;1-1-2022;
1106;Kirsty Morrow;5;1106;1-1-2022;
1107;Samara Ball;4;1107;1-1-2022;
1108;Maggie Carroll;4;1108;1-1-2022;
1109;Nell Patrick;4;1109;1-1-2022;
1110;Daniella O'Quinn;5;1110;1-1-2022;
1111;Bryan Rojas;3;1111;1-1-2022;
1112;Jacqueline Newton;1;1112;1-1-2022;
1113;Dominik Taylor;3;1113;1-1-2022;
1114;Shannon Bauer;3;1114;1-1-2022;
1115;Jim Rasmussen;2;1115;1-1-2022;
1116;Miah Doyle;2;1116;1-1-2022;
1117;Harri Rangel;4;1117;1-1-2022;
1118;Emelia Grimes;1;1118;1-1-2022;
1119;Kaden Hilton;5;1119;1-1-2022;
1120;Cameron Dickerson;1;1120;1-1-2022;
1121;Idris Copeland;4;1121;1-1-2022;
1122;Hayden Chen;3;1122;1-1-2022;
1123;Clayton Farrell;1;1123;1-1-2022;
1124;Safia Hodges;5;1124;1-1-2022;
1125;Brendan Suarez;1;1125;1-1-2022;
1126;Tim Mckee;3;1126;1-1-2022;
1127;Abbie Lyons;1;1127;1-1-2022;
1128;Morgan Short;4;1128;1-1-2022;
1129;Owais York;1;1129;1-1-2022;
1130;Grace Berry;2;1130;1-1-2022;
1131;Anoushka Moses;5;1131;1-1-2022;
1132;Ben Peters;3;1132;1-1-2022;
1133;Pauline Murphy;4;1133;1-1-2022;
1134;Liam Flores;2;1134;1-1-2022;
1135;Huda Greene;2;1135;1-1-2022;
1136;Aiza Hunter;5;1136;1-1-2022;
1137;Conor Buck;3;1137;1-1-2022;
1138;Damien Lang;5;1138;1-1-2022;
1139;Leanne Sparks;3;1139;1-1-2022;
1140;Kelvin Lamb;5;1140;1-1-2022;
1141;Gareth Frederick;4;1141;1-1-2022;
1142;Keane Carver;1;1142;1-1-2022;
1143;Ishaan Ford;2;1143;1-1-2022;
1144;Lottie Rice;1;1144;1-1-2022;
1145;Ioan Mayo;5;1145;1-1-2022;
1146;Talha Harvey;5;1146;1-1-2022;
1147;Montgomery Sweeney;2;1147;1-1-2022;
1148;Caroline Solis;3;1148;1-1-2022;
1149;Marilyn Grant;2;1149;1-1-2022;
1150;Jemima Acevedo;4;1150;1-1-2022;
1151;Shakira Brooks;3;1151;1-1-2022;
1152;Cayden Rosario;3;1152;1-1-2022;
1153;Shayla Garrett;2;1153;1-1-2022;
1154;Timothy Hunt;2;1154;1-1-2022;
1155;Cassie Spencer;5;1155;1-1-2022;
1156;Albie Warren;1;1156;1-1-2022;
1157;Wilbur Sears;3;1157;1-1-2022;
1158;Ayesha Oliver;5;1158;1-1-2022;
1159;Harrison Cisneros;2;1159;1-1-2022;
1160;Jane Ortiz;1;1160;1-1-2022;
1161;Daisie Hammond;2;1161;1-1-2022;
1162;Lili Ramsey;2;1162;1-1-2022;
1163;Kaleb Krueger;3;1163;1-1-2022;
1164;Bailey Hardin;3;1164;1-1-2022;
1165;Tiffany Lindsay;1;1165;1-1-2022;
1166;Corey Wilkinson;5;1166;1-1-2022;
1167;Hugh Carlson;2;1167;1-1-2022;
1168;Saarah Cardenas;2;1168;1-1-2022;
1169;Ray Haynes;5;1169;1-1-2022;
1170;Madeline Cook;5;1170;1-1-2022;
1171;Gertrude Owen;1;1171;1-1-2022;
1172;Abbey Stark;5;1172;1-1-2022;
1173;Hamza Haas;4;1173;1-1-2022;
1174;Imogen Medina;1;1174;1-1-2022;
1175;Cordelia Reed;4;1175;1-1-2022;
1176;Denise Roy;1;1176;1-1-2022;
1177;Edith O'Moore;3;1177;1-1-2022;
1178;Addie Friedman;2;1178;1-1-2022;
1179;James Harrington;5;1179;1-1-2022;
1180;Stephen Mcgrath;2;1180;1-1-2022;
1181;Luc Horton;1;1181;1-1-2022;
1182;Emmie Mcdowell;5;1182;1-1-2022;
1183;Mathilda Manning;3;1183;1-1-2022;
1184;Roosevelt Wiley;2;1184;1-1-2022;
1185;Louis Massey;2;1185;1-1-2022;
1186;Yusra Galvan;5;1186;1-1-2022;
1187;Elisabeth Mullins;2;1187;1-1-2022;
1188;Lennon Yoder;3;1188;1-1-2022;
1189;Rosalie Calhoun;2;1189;1-1-2022;
1190;Keisha Barnett;4;1190;1-1-2022;
1191;Keziah Conley;3;1191;1-1-2022;
1192;Mathew Mcgowan;1;1192;1-1-2022;
1193;Yunus Conway;2;1193;1-1-2022;
1194;Zohaib Townsend;4;1194;1-1-2022;
1195;Arun Gould;4;1195;1-1-2022;
1196;Lina Holt;3;1196;1-1-2022;
1197;Earl Beard;3;1197;1-1-2022;
1198;Marshall Hernandez;1;1198;1-1-2022;
1199;Anas Duncan;4;1199;1-1-2022;
1200;Jordan Turner;3;1200;1-1-2022;
1201;Caoimhe Gomez;5;1201;1-1-2022;
1202;Thea Vargas;3;1202;1-1-2022;
1203;Safa Kane;4;1203;1-1-2022;
1204;Sienna Best;3;1204;1-1-2022;
1205;Lucinda Chavez;3;1205;1-1-2022;
1206;Kirsty Morrow;1;1206;1-1-2022;
1207;Samara Ball;4;1207;1-1-2022;
1208;Maggie Carroll;4;1208;1-1-2022;
1209;Nell Patrick;2;1209;1-1-2022;
